px,py
957.027,-5414.6
957.038,-5417.42
957.05,-5420.19
956.943,-5422.93
956.84,-5425.63
956.642,-5427.87
956.446,-5430.05
956.253,-5432.18
956.064,-5434.25
955.877,-5436.27
955.695,-5438.24
955.516,-5440.15
955.342,-5442.01
955.173,-5443.81
955.008,-5445.56
954.849,-5447.25
954.695,-5448.89
954.548,-5450.47
954.406,-5452
954.271,-5453.47
954.142,-5454.88
954.021,-5456.24
953.906,-5457.54
953.799,-5458.79
953.7,-5459.98
953.609,-5461.11
953.527,-5462.19
953.452,-5463.21
953.387,-5464.18
953.33,-5465.09
953.283,-5465.94
953.245,-5466.73
953.216,-5467.47
953.202,-5468.16
953.199,-5468.78
953.205,-5469.35
953.222,-5469.87
953.25,-5470.33
953.288,-5470.73
953.338,-5471.08
953.398,-5471.37
953.47,-5471.6
953.554,-5471.78
953.649,-5471.9
953.755,-5471.97
953.874,-5471.99
954.004,-5471.94
954.146,-5471.85
954.301,-5471.7
954.462,-5471.51
954.635,-5471.26
954.821,-5470.96
955.019,-5470.61
955.23,-5470.2
955.453,-5469.74
955.909,-5469.26
956.372,-5468.72
956.843,-5468.13
957.321,-5467.48
957.807,-5466.78
958.302,-5466.02
958.804,-5465.21
959.315,-5464.35
959.834,-5463.44
960.361,-5462.47
961.542,-5461.72
962.745,-5460.91
963.968,-5460.05
965.212,-5459.14
966.477,-5458.17
967.764,-5457.16
969.072,-5456.09
970.401,-5454.97
971.752,-5453.79
974.106,-5452
976.476,-5450.16
978.056,-5448.9
979.68,-5447.56
981.348,-5446.14
983.06,-5444.63
984.816,-5443.05
986.617,-5441.38
988.463,-5439.63
990.353,-5437.8
992.288,-5435.89
994.267,-5433.89
996.291,-5431.81
998.36,-5429.65
1000.47,-5427.41
1002.63,-5425.08
1004.83,-5422.67
1007.08,-5420.17
1009.37,-5417.6
1011.71,-5414.93
1014.09,-5412.19
1016.62,-5409.22
1019.19,-5406.17
1021.81,-5403.04
1023.45,-5399.73
1025.12,-5395.81
1026.83,-5391.83
1028.57,-5387.76
1030.33,-5383.63
1032.13,-5379.42
1033.97,-5375.15
1035.83,-5370.79
1037.72,-5366.37
1039.65,-5361.88
1041.61,-5357.31
1043.6,-5352.67
1045.62,-5347.95
1047.67,-5343.17
1049.76,-5338.31
1051.88,-5333.38
1054.03,-5328.38
1056.21,-5323.31
1058.43,-5318.16
1060.67,-5312.94
1062.95,-5307.65
1065.26,-5302.28
1067.61,-5296.85
1069.98,-5291.34
1072.39,-5285.75
1074.83,-5280.1
1077.3,-5274.37
1079.81,-5268.57
1082.34,-5262.69
1084.91,-5256.74
1087.5,-5250.71
1090.13,-5244.61
1092.78,-5238.44
1095.47,-5232.19
1098.19,-5225.87
1100.93,-5219.47
1103.71,-5212.99
1106.5,-5206.44
1109.32,-5199.81
1112.16,-5193.1
1115.04,-5186.31
1117.93,-5179.45
1120.86,-5172.51
1123.8,-5165.49
1126.77,-5158.39
1129.76,-5151.21
1132.77,-5143.95
1135.8,-5136.61
1138.85,-5129.18
1140.75,-5124.38
1142.67,-5119.55
1144.6,-5114.71
1146.54,-5109.85
1148.48,-5104.96
1150.44,-5100.06
1152.4,-5095.13
1154.38,-5090.19
1156.37,-5085.23
1158.75,-5081.8
1159.28,-5079.46
1159.81,-5077.11
1160.32,-5074.75
1160.83,-5072.38
1161.34,-5069.99
1161.83,-5067.59
1162.33,-5065.17
1162.81,-5062.74
1163.29,-5060.3
1163.77,-5057.84
1164.23,-5055.37
1164.7,-5052.88
1165.15,-5050.39
1165.6,-5047.87
1166.05,-5045.34
1166.48,-5042.8
1166.91,-5040.25
1167.34,-5037.67
1167.76,-5035.09
1168.17,-5032.49
1168.58,-5029.87
1168.98,-5027.24
1169.38,-5024.59
1169.77,-5021.93
1170.15,-5019.25
1170.53,-5016.55
1170.91,-5013.84
1171.27,-5011.11
1171.64,-5008.37
1171.99,-5005.61
1172.35,-5002.83
1172.69,-5000.03
1173.03,-4997.22
1173.37,-4994.39
1173.7,-4991.54
1174.03,-4988.67
1174.35,-4985.79
1174.67,-4982.88
1174.98,-4979.96
1175.29,-4977.02
1175.59,-4974.05
1172.51,-4970
1169.38,-4966.03
1166.19,-4962.14
1162.95,-4958.32
1159.68,-4954.59
1156.37,-4950.93
1153.02,-4947.34
1149.66,-4943.81
1146.27,-4940.36
1142.87,-4936.9
1139.46,-4933.5
1136.04,-4930.16
1132.62,-4926.87
1129.19,-4923.63
1125.74,-4920.41
1122.28,-4917.24
1118.83,-4914.11
1115.38,-4911.02
1111.95,-4907.96
1108.52,-4904.94
1105.11,-4901.94
1101.71,-4898.98
1098.33,-4896.04
1094.96,-4893.13
1091.61,-4890.24
1088.28,-4887.36
1084.97,-4884.51
1081.68,-4881.67
1078.41,-4878.84
1075.17,-4876.02
1071.95,-4873.22
1068.75,-4870.42
1065.58,-4867.62
1062.43,-4864.83
1059.31,-4862.04
1056.21,-4859.26
1053.14,-4856.47
1050.1,-4853.68
1047.09,-4850.89
1044.11,-4848.09
1041.15,-4845.29
1038.23,-4842.48
1035.33,-4839.66
1032.46,-4836.83
1029.62,-4833.99
1026.82,-4831.13
2248.74,-4828.26
2245.99,-4825.38
2243.28,-4822.48
2240.6,-4819.57
2237.95,-4816.64
2235.33,-4813.69
2232.74,-4810.71
2230.19,-4807.72
2227.67,-4804.71
2225.18,-4801.67
2222.73,-4798.61
2220.31,-4795.53
2217.93,-4792.42
2215.58,-4789.28
2213.26,-4786.12
2210.98,-4782.93
2208.74,-4779.71
2206.53,-4776.46
2204.36,-4773.18
2202.22,-4769.87
2200.12,-4766.53
2198.06,-4763.15
2196.03,-4759.75
2194.05,-4756.31
2192.1,-4752.83
2190.19,-4749.32
2188.31,-4745.78
2186.48,-4742.19
2184.69,-4738.58
2182.94,-4734.92
2181.22,-4731.23
2179.55,-4727.49
2177.92,-4723.72
2176.34,-4719.91
2174.79,-4716.06
2173.29,-4712.17
2171.83,-4708.23
2170.49,-4704.48
2169.2,-4700.68
2167.95,-4696.84
2166.74,-4692.95
2165.58,-4689.01
2164.46,-4685.04
2163.39,-4681.01
2162.36,-4676.95
2161.38,-4672.83
2160.45,-4668.67
2160.32,-4664.41
2160.21,-4660.1
2160.13,-4655.75
2159.5,-4652.25
2158.89,-4648.72
2158.3,-4645.16
2157.73,-4641.58
2157.18,-4637.96
2156.65,-4634.32
2156.15,-4630.65
2155.67,-4626.96
6823.09,-4623.23
6822.66,-4619.48
6822.26,-4615.7
6821.89,-4611.9
6821.54,-4608.07
6821.23,-4604.22
6820.94,-4600.34
6820.68,-4596.43
6820.46,-4592.5
6820.26,-4588.55
6820.1,-4584.58
6819.97,-4580.58
6819.88,-4576.56
6819.82,-4572.52
6819.79,-4568.46
6819.8,-4564.38
6819.71,-4560.35
6819.66,-4556.31
6819.64,-4552.24
6819.66,-4548.17
6819.72,-4544.07
6819.82,-4539.96
6819.95,-4535.84
6820.13,-4531.7
6820.35,-4527.55
6820.6,-4523.39
6820.9,-4519.22
6821.25,-4515.05
6821.63,-4510.86
6822.06,-4506.67
6822.53,-4502.47
6823.05,-4498.26
6823.61,-4494.06
6824.3,-4490.64
6825.03,-4487.21
6825.8,-4483.78
6826.63,-4480.35
6827.5,-4476.92
6828.42,-4473.48
6829.39,-4470.04
6830.41,-4466.61
6831.48,-4463.18
6832.6,-4459.75
6833.76,-4456.33
6834.98,-4452.92
6836.25,-4449.51
6837.56,-4446.12
6838.93,-4442.73
6840.34,-4439.37
6841.81,-4436.01
6843.32,-4432.67
6844.89,-4429.35
6846.5,-4426.05
6848.17,-4422.77
6849.88,-4419.51
6851.64,-4416.28
6853.46,-4413.07
6855.32,-4409.89
6857.22,-4406.74
6859.18,-4403.62
6861.18,-4400.53
6863.23,-4397.47
6865.33,-4394.45
6867.47,-4391.47
6869.65,-4388.52
6871.88,-4385.61
6874.16,-4382.75
6876.47,-4379.92
6878.83,-4377.14
6881.23,-4374.41
6883.67,-4371.72
6886.15,-4369.07
6888.67,-4366.48
6891.22,-4363.94
6893.81,-4361.44
6896.43,-4359
6899.09,-4356.62
6901.78,-4354.28
6904.5,-4352
6907.25,-4349.78
6910.03,-4347.61
6912.84,-4345.5
6915.67,-4343.45
6918.53,-4341.46
6921.41,-4339.52
6924.31,-4337.64
6925.46,-4333.11
6926.63,-4328.65
6927.83,-4324.26
6929.06,-4319.94
6930.31,-4315.68
6931.58,-4311.5
6932.87,-4307.39
6934.18,-4303.36
6935.51,-4299.39
6936.86,-4295.49
6938.22,-4291.67
6939.6,-4287.92
6940.99,-4284.24
6942.4,-4280.63
6943.81,-4277.09
6945.24,-4273.63
6946.67,-4270.23
6948.11,-4266.91
6949.56,-4263.65
6951.01,-4260.47
6952.47,-4257.36
6953.94,-4254.31
6955.41,-4251.33
6956.88,-4248.42
6958.35,-4245.58
6959.82,-4242.8
6961.3,-4240.09
6962.77,-4237.44
6964.23,-4234.86
6965.7,-4232.34
6967.16,-4229.88
6968.62,-4227.49
6970.07,-4225.16
6971.52,-4222.89
6972.96,-4220.68
6974.99,-4218.42
6977.01,-4216.23
6979.03,-4214.09
6981.05,-4212.01
6983.06,-4209.99
6985.07,-4208.02
6987.07,-4206.11
6989.07,-4204.26
6991.06,-4202.47
6991.35,-4200.43
6991.65,-4198.45
6991.96,-4196.53
6992.27,-4194.67
6992.59,-4192.86
6989.47,-4189.88
6986.37,-4186.94
6983.31,-4184.03
6980.26,-4181.17
6976.41,-4174.55
6972.63,-4167.99
6968.92,-4161.51
6965.28,-4155.09
6961.7,-4148.75
6958.29,-4142.5
6954.94,-4136.34
6951.65,-4130.24
6948.95,-4127.78
6946.27,-4125.36
6943.62,-4122.99
6941,-4120.66
6938.4,-4118.37
6935.82,-4116.12
6933.27,-4113.91
6930.75,-535.661
6928.25,-533.543
6925.78,-531.468
6922.89,-529.574
1294.17,-527.724
1291.34,-525.908
1288.55,-524.125
1285.8,-522.375
1283.09,-520.659
1280.41,-518.976
1277.78,-517.328
1275.19,-515.713
1272.64,-514.133
1270.12,-512.587
1267.65,-511.076
1265.21,-509.599
1262.82,-508.157
1260.46,-506.75
1258.14,-505.379
1255.86,-504.043
1253.62,-502.742
1251.42,-501.477
1249.25,-500.249
1247.13,-499.056
1245.04,-497.9
1242.99,-496.78
1240.97,-495.698
1239,-494.652
1237.06,-493.643
1235.16,-492.672
1233.29,-491.738
1231.46,-490.842
1229.67,-489.984
1227.9,-489.148
1226.17,-488.349
1224.47,-487.589
1222.81,-486.868
1221.18,-486.185
1219.58,-485.541
1218.02,-484.936
1216.49,-484.371
1214.99,-483.845
1213.53,-483.358
1212.09,-482.911
1210.69,-482.504
1209.32,-482.137
1207.98,-481.81
1206.66,-481.523
1205.38,-481.276
1204.12,-481.07
1202.89,-480.905
1201.69,-480.78
1200.52,-480.696
1199.37,-480.652
1198.25,-480.65
1197.15,-480.688
1196.07,-480.767
1195.02,-480.887
1193.99,-481.048
1192.99,-481.249
1192.01,-481.492
1191.04,-481.776
1190.1,-482.1
1189.18,-482.466
1188.27,-482.872
1187.39,-483.319
1186.52,-483.806
1185.67,-484.335
1184.83,-484.903
1184.01,-485.512
1183.21,-486.161
1182.42,-486.85
1181.64,-487.58
1180.88,-488.349
1180.12,-489.157
1179.38,-490.005
1180.34,-492.037
1181.3,-494.099
1182.24,-496.193
1183.18,-498.318
1184.11,-500.473
1185.03,-502.659
1185.94,-504.876
1186.83,-507.122
1187.72,-509.398
1188.59,-511.703
1189.45,-514.037
1190.29,-516.4
1191.12,-518.792
1191.94,-521.212
1192.74,-523.659
1193.52,-526.135
1194.29,-528.637
1195.04,-531.166
1195.77,-533.721
1196.48,-1000.28
1197.26,-1002.91
1198.02,-1005.57
1198.76,-1008.25
1199.48,-1010.95
1200.18,-1013.68
1200.85,-1016.43
1201.5,-1019.21
1202.13,-1022.01
1202.73,-1024.83
1203.3,-1027.68
1203.85,-1030.54
1204.38,-1033.43
1204.87,-1036.34
1205.34,1682.22
1205.78,1679.28
1206.19,1676.31
1206.58,1673.32
1206.93,1670.31
1207.25,1667.29
1207.54,1664.25
1207.8,1661.19
1208.02,1658.12
1208.21,1655.03
1208.37,1651.92
1208.5,1648.8
1208.59,1645.67
1208.64,1642.52
1208.66,1639.36
1208.64,1636.19
1208.59,1633.01
1208.5,1629.81
1208.37,1626.61
1208.21,1623.39
1208,1620.17
1207.76,1616.94
1207.48,1613.7
1207.23,1610.5
1206.94,1607.29
1206.61,1604.08
1206.13,1601.08
1205.61,1598.06
1205.05,1595.05
1204.44,1592.02
1203.8,1588.99
1203.11,1585.96
1202.38,1582.92
1201.61,1579.88
1200.8,1576.84
1199.95,1573.79
1199.05,1570.75
1198.11,1567.71
1197.13,1564.67
224.209,1561.64
223.143,1558.61
221.057,1552.57
218.896,1546.55
216.66,1540.53
214.35,1534.53
211.964,1528.55
209.505,1522.58
206.971,1516.63
204.364,1510.7
201.683,1504.8
198.931,1498.92
196.106,1493.07
193.211,1487.24
190.244,1481.45
187.209,1475.68
184.104,1469.95
180.932,1464.25
177.693,1458.59
-679.06,1452.97
-682.429,1447.38
-685.86,1441.84
-689.353,1436.34
-692.905,1430.88
-696.517,1425.47
-701.11,1420.91
-705.762,1416.4
-710.472,1411.96
-715.237,1407.57
-720.058,1403.24
-724.931,1398.97
-729.856,1394.76
-734.83,1390.61
-739.853,1386.52
-744.922,1382.5
-750.036,1378.54
1280.38,1374.64
1275.18,1370.81
1269.94,1367.04
1264.67,1363.34
1259.35,1359.71
1254,1356.14
1248.62,1352.64
1243.21,1349.2
1237.77,1345.83
1232.3,1342.53
1226.8,1339.29
1221.28,1336.13
1215.74,1333.03
1210.18,1329.99
1204.59,1327.02
1198.99,1324.12
1193.37,1321.29
1187.74,1318.52
1182.06,1315.78
1176.36,1313.09
1170.65,1310.47
1164.93,1307.92
1159.21,1305.42
1153.47,1303
1147.74,1300.63
1141.99,1298.32
1136.25,1296.08
1130.51,1293.9
1124.76,1291.78
1119.02,1289.72
1113.28,1287.72
1107.54,1285.78
1101.82,1283.9
1096.09,1282.07
1090.38,1280.3
1084.67,1278.6
1078.98,1276.94
1073.3,1275.34
1067.44,1273.8
5486.32,1272.32
5480.48,1270.89
5474.66,1269.51
5468.86,1268.18
5463.07,1266.91
5457.29,1265.69
5451.54,1264.51
5445.8,1263.39
5440.08,1262.32
5434.38,1261.3
5428.7,1260.32
5423.05,1259.4
5417.41,1258.52
5411.8,1257.68
5406.22,1256.89
5400.66,1256.15
5395.12,1255.45
5389.61,1254.8
5384.14,1254.19
5378.68,1253.62
5373.26,1253.09
5367.87,1252.61
5362.51,1252.16
5357.18,1251.76
5351.88,1251.4
5346.61,1251.07
5341.37,1250.79
5336.17,1250.54
5331.01,1250.33
5325.88,1250.16
5320.78,1250.02
5315.72,1249.92
5310.7,1249.86
5305.71,1249.83
5300.76,1249.83
5295.85,1249.87
5290.98,1249.94
5286.14,1250.04
5281.35,1250.18
5276.59,1250.35
5271.88,1250.55
5267.2,1250.78
5262.57,1251.04
5257.98,1251.33
5253.42,1251.65
5248.91,1252
5244.45,3380.01
5240.02,3380.41
5235.64,3380.85
5231.3,3381.31
5227,3381.8
5222.75,3382.32
5219.04,3381.29
5215.37,3380.28
5211.72,3379.3
5208.12,3378.35
5204.54,3377.42
5201.01,3376.51
5197.5,3375.62
5194.03,3374.76
5190.6,3373.93
5187.2,3373.11
5183.84,3372.32
5180.51,3371.55
5177.21,3370.81
5173.95,3370.09
5170.73,3369.39
5167.54,3368.71
5164.45,3367.81
5161.38,3366.92
5158.33,3366.05
5155.32,3365.2
5152.33,3364.37
5149.37,3363.56
5146.44,3362.77
5143.53,3362
5140.65,3361.24
5137.79,3360.51
5134.97,3359.79
5132.16,3359.09
5129.39,3358.4
5126.64,3357.74
5123.92,3357.09
5121.22,3356.46
5118.55,3355.85
5115.9,3355.25
5113.28,3354.68
5110.68,3354.12
5108.11,3353.57
5105.56,3353.05
5103.04,3352.54
5100.54,3352.04
5098.06,3351.57
5095.61,3351.11
5093.18,3350.67
5090.77,3350.24
5087.96,3349.66
5085.17,3349.1
5082.41,3348.56
5079.67,3348.04
5076.95,3347.54
5074.26,3347.06
5071.59,3346.6
5068.94,3346.16
5066.32,3345.73
5063.71,3345.33
5061.13,3344.95
5058.57,3344.58
5056.03,3344.24
5053.51,3343.92
5051.01,3343.61
5048.72,3343.13
5046.46,3342.66
5044.22,3342.21
5041.98,3341.81
5039.77,3341.43
5037.57,3341.06
5035.39,3340.71
5033.24,3340.37
5031.1,3340.05
5028.99,3339.74
5026.89,3339.45
5024.81,3339.18
5022.75,3338.91
5020.7,3338.67
5018.67,3338.44
5016.66,3338.22
5014.67,3338.02
5012.69,3337.83
5010.73,3337.66
5008.78,3337.5
5006.84,3337.36
5004.78,3337.18
5002.73,3337.01
5000.69,3336.86
4998.66,3336.72
4996.65,3336.59
4994.64,3336.48
4992.64,3336.37
4990.65,3336.28
4988.67,3336.21
4986.69,3336.14
4984.72,3336.09
4982.76,3336.04
4980.8,3336.02
4978.85,3336
4976.91,3335.99
4974.98,3336
4973.03,3335.85
4971.09,3335.72
4969.16,3335.6
4967.23,3335.5
4965.31,3335.4
4963.39,3335.32
4961.48,3335.26
4959.58,3335.2
4957.68,3335.16
4955.79,3335.12
4953.9,3335.1
4952.01,3335.1
4950.13,3335.1
4948.26,3335.11
4946.39,3335.14
4944.52,3335.18
4942.67,3335.22
4940.81,3335.28
4938.96,3335.35
4937.12,3335.43
4935.28,3335.53
4933.44,3335.64
4931.61,3335.75
4929.78,3335.87
4927.96,3335.99
4926.15,3336.12
4924.35,3336.26
4922.55,3336.42
4920.02,3336.31
4917.5,3336.22
4914.97,3336.12
4912.44,3336.02
4909.92,3335.93
4907.39,3335.84
4904.87,3335.75
4902.35,3335.66
4899.83,3335.57
2690.16,3335.98
2688.09,3336.39
2686.03,3336.81
2683.98,3337.24
2681.95,3337.67
2679.93,3338.11
2677.92,3338.55
2675.92,3339
2673.95,3339.46
2671.99,3339.93
2670.04,3340.4
2668.12,3340.87
2665.85,3341.86
2663.6,3342.86
2661.38,3343.86
2659.18,3344.87
2657,3345.89
2654.85,3346.91
2652.72,3347.94
2650.62,3348.97
2648.55,3350.01
2646.51,3351.05
2644.5,3352.1
2642.52,3353.15
2640.58,3354.21
2638.66,3355.27
2636.57,3356.26
2634.52,3357.25
2632.5,3358.24
2630.52,3359.24
2628.57,3360.24
2626.67,3361.25
2624.8,3362.25
2622.98,3363.26
2621.2,3364.26
2619.45,3365.27
2617.75,3366.27
2616.1,3367.28
2614.48,3368.28
2612.91,3369.29
2611.39,3370.29
2609.91,3371.29
2608.47,3372.29
2608.47,3372.33
2608.51,3372.36
2608.58,3372.37
2608.68,3372.37
2608.82,3372.35
2608.99,3372.31
2607.8,3371.76
2606.65,3371.21
2605.52,3370.65
2604.43,3370.09
2603.37,3369.52
2602.33,3368.94
2601.33,3368.37
2600.36,3367.79
2599.43,3367.2
2598.52,3366.61
2597.65,3366.02
2596.81,3365.43
2596.01,3364.83
2595.2,3364.22
2594.43,3363.61
2593.69,3362.99
2592.99,3362.38
2592.32,3361.76
2591.69,3361.14
2591.09,3360.52
2590.53,3359.89
2590,3359.27
2589.51,3358.64
2589.05,3358.02
2588.63,3357.39
2588.25,3356.76
2587.91,3356.13
2587.6,3355.5
2587.33,3354.87
2587.78,3352.93
2588.25,3350.99
2588.73,3349.05
2589.23,3347.12
2589.74,3345.19
2590.26,3343.27
2590.81,3341.35
2591.36,3339.44
2591.94,3337.54
2592.53,3335.64
2593.14,3333.75
2593.77,3331.86
2594.42,3329.99
2596.15,3329
2597.89,3328.03
2599.64,3327.07
2601.42,3326.12
2603.21,3325.18
2605.02,3324.24
2606.85,3323.32
2608.7,3322.41
2610.57,3321.51
2612.46,3320.62
2614.38,3319.74
2615.2,3317.55
2616.05,3315.35
2616.91,3313.16
2617.79,3310.96
2618.69,3308.77
2619.6,3306.57
2620.53,3304.37
2621.49,3302.18
2622.46,3299.98
2623.46,3297.77
2624.47,3295.57
2625.51,3293.36
2626.57,3291.16
2627.65,3288.94
2628.75,3286.73
2629.88,3284.51
2631.03,3282.29
2632.2,3280.06
2633.4,3277.83
2634.63,3275.59
2635.96,3273.49
2637.32,3271.38
2638.71,3269.26
2640.11,3267.14
2641.55,3265
2643.01,3262.85
2644.49,3260.69
2646.01,3258.53
2647.55,3256.34
2649.11,3254.15
2650.7,3251.95
2652.32,3249.73
2653.97,3247.5
2655.65,3245.25
2657.35,3242.99
2659.08,3240.72
2660.85,3238.42
2662.64,3236.1
2664.46,3233.77
2666.32,3231.42
2668.2,3229.06
2670.1,3226.67
2672.04,3224.26
2674.01,3221.84
2677.27,3219.75
2680.58,3217.63
2683.92,3215.48
2687.3,3213.3
2690.72,3211.09
2694.18,3208.85
2697.66,3206.57
2701.19,3204.26
2704.75,3201.92
2708.34,3199.54
2711.96,3197.12
2715.61,3194.67
2719.3,3192.17
2723.01,3189.64
2726.75,3187.07
2730.51,3184.45
2734.3,3181.79
2738.11,3179.09
2741.95,3176.35
2745.8,3173.56
2749.68,3170.72
2753.57,3167.84
2757.48,3164.92
2761.4,3161.94
3655.55,3158.92
3659.49,3155.85
3663.45,3152.73
3667.41,3149.57
3671.38,3146.35
3675.35,3143.09
3679.32,3139.77
3683.3,3136.41
3687.27,3133
3691.24,3129.54
3695.2,3126.04
3699.15,3122.48
3703.1,3118.88
3707.03,3115.23
3710.95,3111.54
3714.86,3107.79
3718.83,9052.09
3722.79,9048.35
3726.72,9044.56
3730.64,9040.73
3734.53,9036.85
3738.39,9032.94
3742.22,9028.98
3746.03,9024.98
3749.81,9020.95
3753.55,9016.87
3757.26,9012.76
3760.94,9008.62
3764.99,9004.05
3769,8999.44
3772.96,8994.81
3776.88,8990.16
3780.76,8985.52
3784.59,8980.86
3788.38,8976.18
3792.55,8972.32
3796.67,8968.43
3800.74,8964.53
3804.75,8960.61
3808.71,8956.68
3812.61,8952.73
3816.46,8948.77
3820.25,8944.81
3823.99,8940.83
3827.66,8936.85
3831.29,8932.87
3834.86,8928.88
3838.37,8924.89
3841.83,8920.9
3845.24,8916.92
3848.6,8913.14
3851.9,8909.36
3855.16,8905.6
3858.36,8901.84
3861.52,8898.09
3864.62,8894.35
3867.68,8890.62
3870.69,8886.91
3873.65,8883.21
3876.56,8879.52
3879.42,8875.85
3882.24,8872.19
3885.02,8868.55
3887.75,8864.93
3890.44,8861.33
3893.08,8857.74
99.5631,8854.18
102.128,8850.64
104.652,8847.12
107.136,8843.63
109.58,8840.15
111.986,8836.7
114.354,8833.27
116.685,8829.87
118.98,8826.48
121.239,8823.13
123.462,8819.79
125.651,8816.48
127.805,8813.2
129.927,8809.94
132.016,8806.71
134.072,8803.5
135.848,8799.69
137.595,8795.91
139.495,8792.49
141.373,8789.08
143.23,8785.7
145.066,8782.34
146.88,8779
148.674,8775.69
150.447,8772.39
152.198,8769.12
153.929,8765.87
155.638,8762.64
157.327,8759.43
158.994,8756.24
160.64,8753.08
162.293,8749.92
163.926,8746.79
165.536,8743.68
167.126,8740.59
168.695,8737.52
170.242,8734.47
171.769,8731.45
173.273,8728.44
174.757,8725.46
176.219,8722.5
177.66,8719.56
179.079,8716.64
180.476,8713.74
181.852,8710.86
183.205,8708.01
184.537,8705.17
185.848,8702.36
187.136,8699.56
188.402,8696.79
189.645,8694.04
190.867,8691.31
192.066,8688.6
193.243,8685.91
194.397,8683.24
195.529,8680.59
196.638,8677.95
197.725,8675.34
198.788,8672.75
199.829,8670.18
200.847,8667.63
201.842,8665.1
202.813,8662.59
203.762,8660.09
204.687,8657.62
205.588,8655.16
206.466,8652.73
207.321,8650.31
208.152,8647.91
208.959,8645.53
209.743,8643.17
210.503,8640.83
211.239,8638.5
211.95,8636.2
212.638,8633.91
213.302,8631.64
213.941,8629.39
214.556,8627.15
215.237,8625.3
215.891,8623.46
216.518,8621.63
217.119,8619.82
217.693,8618.02
218.241,8616.23
218.762,8614.46
219.256,8612.7
219.724,8610.95
220.164,8609.21
220.578,8607.49
220.965,8605.78
221.325,8604.09
221.657,8602.4
221.963,8600.73
222.241,8599.07
222.492,8597.42
221.572,8594.71
220.625,8592.03
219.651,8589.37
218.652,8586.75
217.626,8584.14
216.574,8581.57
215.504,8579
214.409,8576.45
213.289,8573.93
212.144,8571.43
210.975,8568.96
209.781,8566.51
208.563,8564.09
207.322,8561.68
206.022,8559.04
204.716,8556.38
203.387,8553.74
202.037,8551.13
200.665,8548.55
199.272,8545.98
197.857,8543.45
196.42,8540.93
194.962,8538.44
193.483,8535.97
191.983,8533.52
-3032.87,8531.1
-3034.43,8528.67
-3036.02,8526.26
-3037.65,8523.84
-3039.32,8521.43
-3039.92,8518.86
-3040.54,8516.31
-3041.17,8513.75
-3041.81,8511.2
-3042.47,8508.65
-3043.15,8506.1
-3043.84,8503.58
-3044.55,8501.07
-3045.27,8498.55
-3046.01,8496.04
-3046.36,8494.12
-3046.66,8492.22
-3046.97,8490.33
-3047.29,8488.45
-3047.62,8486.58
-3047.96,8484.72
-3048.31,8482.86
-3048.66,8481.02
-3049.03,8479.18
-3049.4,8477.35
-3049.8,8475.56
-3050.21,8473.78
-3050.63,8472
-3051.05,8470.24
-3051.48,8468.48
-3051.93,8466.73
-3052.38,8464.99
-3053.75,8464.51
-3055.14,8464.01
-3056.56,8463.51
-3057.99,8463
-3059.44,8462.48
-3060.91,8461.96
-3062.4,8461.42
-3063.9,8460.87
-3065.43,8460.32
-3066.97,8459.75
-3068.52,8459.17
-3070.1,8458.59
-3071.69,8457.99
-3073.29,8457.39
-3074.91,8456.78
-3076.54,8456.15
-3078.19,8455.52
-3079.86,8454.87
-3081.16,8455.2
-3082.48,8455.5
-3083.63,8455.8
-3084.78,8456.07
-3084.2,8457.32
-3083.62,8458.56
-3083.05,8459.79
-6554.7,8461.01
-6554.13,8462.21
-6553.55,8463.41
-6552.98,8464.59
-6552.4,8465.76
-6551.82,8466.93
-6551.25,8468.08
-6550.67,8469.23
-6550.09,8470.36
-6549.5,8471.49
-6548.92,8472.61
-6548.33,8473.71
-6547.74,8474.82
-6547.15,8475.91
-6546.56,8476.99
-6545.96,8478.07
-6545.36,8479.14
-6544.76,8480.21
-6544.15,8481.27
-6543.54,8482.32
-6542.93,8483.37
-6542.31,8484.41
-6541.69,8485.44
-6541.17,8486.44
-6540.66,8487.44
-6540.13,8488.43
-6539.61,8489.41
-6539.08,8490.39
-6538.55,8491.36
-6538.02,8492.33
-6537.49,8493.29
-6536.95,8494.25
-6536.42,8495.2
-6535.88,8496.15
-6535.33,8497.09
-6534.79,8498.03
-6534.25,8498.97
-6533.7,8499.9
-6533.15,8500.83
-6532.6,8501.76
-6532.04,8502.68
-6531.49,8503.6
-6530.94,8504.52
-6530.38,8505.43
-6529.82,8506.34
-6529.26,8507.25
-6528.7,8508.15
-6528.14,8509.05
-6527.58,8509.95
-6527.02,8510.84
-6525.88,8513.03
-6524.73,8515.2
-6523.57,8517.36
-6522.42,8519.52
-6521.26,8521.66
-6520.1,8523.8
-6518.95,8525.92
-6517.79,8528.04
-6516.63,8530.15
-6515.46,8532.24
-6514.3,8534.33
-6513.14,8536.41
-6511.98,8538.47
-6510.82,8540.53
-6509.66,8542.58
-6508.5,8544.61
-6507.35,8546.64
-6506.19,8548.65
-6505.04,8550.65
-6503.89,8552.65
-6502.74,8554.63
-6501.59,8556.6
-6500.45,8558.56
-6499.31,8560.51
-6498.17,8562.44
-6497.04,8564.37
-6495.91,8566.28
-6494.79,8568.18
-6493.67,8570.07
-6492.55,8571.94
-6491.44,8573.8
-6488.28,8578.47
-6485.17,8583.16
-6482.11,8587.89
-6479.11,8592.65
-6476.16,8597.44
-6473.28,8602.25
-6470.46,8607.09
